"","TICKER_LIST","last_trade_price"
"2361","PST","16.04"
"2362","PSX","77.77"
"2363","PSY","18.62"
"2364","PTA","24.92"
"2365","PTC","125.94"
"2366","PTE","0.6588"
"2367","PTF","179.27"
"2368","PTH","163.6324"
"2369","PTN","0.4141"
"2370","PTR","45.03"
"2371","PTY","18.54"
"2372","PUI","34.0813"
"2373","PUK","39.95"
"2374","PVG","12.1"
"2375","PVH","122.91"
"2376","PVI","24.87"
"2377","PVL","2.17"
"2378","PWB","81.09"
"2379","PWC","125.957"
"2380","PWP","13.7"
"2381","PWR","117.42"
"2382","PWS","34.8905"
"2383","PWV","47.9567"
"2384","PWZ","27.82"
"2385","PXD","185.3"
"2386","PXE","21.27"
"2387","PXF","48.89"
"2388","PXH","22.43"
"2389","PXI","34.48"
"2390","PXJ","3.72"
"2391","PXQ","103.8378"
"2392","PXS","0.8461"
"2393","PYN","10.12"
"2394","PYR","3.89"
"2395","PYS","24.1"
"2396","PYT","24.8"
"2397","PYZ","94.75"
"2398","PZA","26.98"
"2399","PZC","11.06"
"2400","PZG","0.839"
"2401","PZN","11.16"
"2402","PZT","26.055"
"2403","QAI","32.31"
"2404","QAT","21.09"
"2405","QDF","59.43"
"2406","QED","24.2073"
"2407","QID","15.95"
"2408","QLC","51.057"
"2409","QLD","90.04"
"2410","QLI","3.708"
"2411","QLS","28.1606"
"2412","QLV","55.0522"
"2413","QMN","27.205"
"2414","QPT","27.3856"
"2415","QPX","30.7184"
"2416","QQC","33.91"
"2417","QQD","32.254"
"2418","QQH","56.55"
"2419","QQQ","398.6"
"2420","QSI","7.9"
"2421","QSR","59.43"
"2422","QSY","63.2054"
"2423","QTR","26.53"
"2424","QTT","0.9819"
"2425","QUS","128.19"
"2426","RAD","14.5"
"2427","RAM","9.95"
"2428","RBA","74.49"
"2429","RBB","26.93"
"2430","RCA","26.93"
"2431","RCC","25.42"
"2432","RCD","160.15"
"2433","RCG","3.01"
"2434","RCI","47.37"
"2435","RCL","96.67"
"2436","RCM","26.24"
"2437","RCS","7.54"
"2438","RDI","4.81"
"2439","RDN","22.77"
"2440","RDW","12.76"
"2441","RDY","63.4"
"2442","REC","24.895"
"2443","REE","4.14"
"2444","REG","75.95"
"2445","REI","3.82"
"2446","REK","8.53"
"2447","REM","38.38"
"2448","RES","5.37"
"2449","REV","14.85"
"2450","REW","7.0642"
"2451","REX","98.26"
"2452","REZ","91.43"
"2453","RFG","244.3788"
"2454","RFI","17.42"
"2455","RFL","7.6"
"2456","RFM","23.19"
"2457","RFP","11.31"
"2458","RFV","98.85"
"2459","RGA","110.75"
"2460","RGC","20.29"
"2461","RGF","11"
"2462","RGI","198.5998"
"2463","RGP","18.67"
"2464","RGR","73.29"
"2465","RGS","2.76"
"2466","RGT","16.43"
"2467","RHE","6.96"
"2468","RHI","118.76"
"2469","RHP","95.22"
"2470","RHS","160.144"
"2471","RIG","3.58"
"2472","RIO","60.62"
"2473","RIV","17.09"
"2474","RJA","8.24"
"2475","RJF","100"
"2476","RJI","7.01"
"2477","RJN","2.895"
"2478","RJZ","11.27"
"2479","RKT","17.2"
"2480","RLI","113.52"
"2481","RLJ","15.52"
"2482","RLX","4.37"
"2483","RLY","30.14"
"2484","RMD","260.55"
"2485","RMI","22.42"
"2486","RMM","19.74"
"2487","RMO","4.4"
"2488","RMR","36.64"
"2489","RMT","12.38"
"2490","RNA","26.1"
"2491","RNG","234.1"
"2492","RNP","27.83"
"2493","RNR","152.55"
"2494","RNW","10.09"
"2495","ROG","269.5"
"2496","ROK","339.01"
"2497","ROL","35.86"
"2498","ROM","124.84"
"2499","ROP","484.3"
"2500","RPD","138.41"
"2501","RPG","216.4"
"2502","RPM","89.78"
"2503","RPT","14.58"
"2504","RPV","81.35"
"2505","RQI","16.95"
"2506","RRC","24.02"
"2507","RRD","9.17"
"2508","RRH","25.07"
"2509","RRR","49.98"
"2510","RRX","164.46"
"2511","RSF","19.7722"
"2512","RSG","132.76"
"2513","RSI","19.77"
"2514","RSP","161.29"
"2515","RSX","31.93"
"2516","RTH","191.54"
"2517","RTM","175.0276"
"2518","RTX","91.18"
"2519","RUN","56.19"
"2520","RVI","6.04"
"2521","RVP","9.07"
"2522","RVT","19.86"
"2523","RWJ","129.67"
"2524","RWK","96.2897"
"2525","RWL","78.59"
"2526","RWM","19.47"
"2527","RWO","55.34"
"2528","RWR","116.53"
"2529","RWT","13.76"
"2530","RWX","37.25"
"2531","RXD","13.0387"
"2532","RXI","187.0752"
"2533","RXL","103.01"
"2534","RXT","14.61"
"2535","RYB","2.47"
"2536","RYE","51.06"
"2537","RYF","65.66"
"2538","RYH","306.0393"
"2539","RYI","27.85"
"2540","RYJ","65.6404"
"2541","RYN","38.93"
"2542","RYT","316.28"
"2543","RYU","106.8973"
"2544","RZA","26.55"
"2545","RZB","28.83"
"2546","RZG","177.0822"
"2547","RZV","104.4"
"2548","SAA","35.93"
"2549","SAH","51.62"
"2550","SAK","26.2999"
"2551","SAL","52.1161"
"2552","SAM","502.71"
"2553","SAN","3.78"
"2554","SAP","149.53"
"2555","SAR","29.34"
"2556","SBB","15.8087"
"2557","SBH","18.42"
"2558","SBI","9.76"
"2559","SBM","9.5917"
"2560","SBR","43.05"
"2561","SBS","6.59"
"2562","SBT","5.41"
"2563","SCC","8.3583"
"2564","SCD","14.87"
"2565","SCI","66.64"
"2566","SCJ","81.4496"
"2567","SCL","128.41"
"2568","SCM","14.23"
"2569","SCO","13.07"
"2570","SCS","12.72"
"2571","SCU","25.09"
"2572","SCX","12.9"
"2573","SCZ","77.38"
"2574","SDC","5.25"
"2575","SDD","20.12"
"2576","SDG","95.96"
"2577","SDH","2.19"
"2578","SDP","14.4825"
"2579","SDS","7.39"
"2580","SDY","126.22"
"2581","SEB","4041.85"
"2582","SEE","62.92"
"2583","SEF","11.7"
"2584","SEM","35.46"
"2585","SFB","26.46"
"2586","SFE","8.65"
"2587","SFL","8"
"2588","SFM","24.13"
"2589","SFT","7.32"
"2590","SFY","17.56"
"2591","SGA","26.25"
"2592","SGC","25.16"
"2593","SGG","59.9024"
"2594","SGH","58.02"
"2595","SGU","11.13"
"2596","SHC","26.96"
"2597","SHE","107.65"
"2598","SHG","31.54"
"2599","SHI","22.18"
"2600","SHM","49.23"
"2601","SHO","13.23"
"2602","SHV","110.45"
"2603","SHW","319.03"
"2604","SHY","85.99"
"2605","SID","3.87"
"2606","SIF","7.75"
"2607","SIG","106.47"
"2608","SII","43.26"
"2609","SIJ","13.3441"
"2610","SIL","39.51"
"2611","SIM","26.02"
"2612","SIX","44.13"
"2613","SJB","17.53"
"2614","SJI","22.68"
"2615","SJM","125.78"
"2616","SJR","28.81"
"2617","SJT","6.89"
"2618","SJW","72.82"
"2619","SKE","11.05"
"2620","SKF","8.38"
"2621","SKM","29.55"
"2622","SKT","21.35"
"2623","SKX","48"
"2624","SKY","73.77"
"2625","SLB","33.51"
"2626","SLF","56.79"
"2627","SLG","75.71"
"2628","SLI","11.49"
"2629","SLM","18.44"
"2630","SLN","22.88"
"2631","SLP","54.23"
"2632","SLS","9.36"
"2633","SLT","45.6352"
"2634","SLV","22.35"
"2635","SLX","55.28"
"2636","SLY","104.34"
"2637","SMB","17.94"
"2638","SMG","164.73"
"2639","SMH","296.6"
"2640","SMI","49.908"
"2641","SMM","6.95"
"2642","SMN","11.9747"
"2643","SMP","51.77"
"2644","SNA","212.01"
"2645","SND","2.31"
"2646","SNN","37.15"
"2647","SNP","48.26"
"2648","SNT","4"
"2649","SNV","49.43"
"2650","SNX","114.43"
"2651","SNY","51.29"
"2652","SOI","8.37"
"2653","SOL","8.59"
"2654","SON","60.69"
"2655","SOR","46.06"
"2656","SOS","2.11"
"2657","SPB","96.75"
"2658","SPC","20.31"
"2659","SPD","32.72"
"2660","SPE","15.99"
"2661","SPG","170.5"
"2662","SPH","15.12"
"2663","SPI","4.87"
"2664","SPK","9.9"
"2665","SPR","45.52"
"2666","SPT","125.07"
"2667","SPY","468.53"
"2668","SQL","3.59"
"2669","SQM","64.66"
"2670","SQZ","14.59"
"2671","SRC","49.21"
"2672","SRE","127.35"
"2673","SRG","16.7"
"2674","SRI","22.16"
"2675","SRL","11.14"
"2676","SRS","13.69"
"2677","SRT","5.55"
"2678","SRV","35.14"
"2679","SSB","82.57"
"2680","SSD","119.54"
"2681","SSG","21.0174"
"2682","SSL","17.31"
"2683","SSO","142.47"
"2684","SSP","21.45"
"2685","SSY","2.48"
"2686","STC","73.75"
"2687","STE","224.58"
"2688","STG","4.83"
"2689","STK","37.62"
"2690","STL","26.9"
"2691","STM","50.76"
"2692","STN","55.02"
"2693","STT","95.67"
"2694","STX","96.75"
"2695","STZ","222.69"
"2696","SUB","107.38"
"2697","SUI","194.72"
"2698","SUM","36.6"
"2699","SUN","39.7"
"2700","SUP","4.93"
"2701","SUZ","8.95"
"2702","SVA","6.47"
"2703","SVC","11.98"
"2704","SVM","4.41"
"2705","SVT","11.31"
"2706","SWI","16.79"
"2707","SWK","183.83"
"2708","SWM","34.22"
"2709","SWN","4.97"
"2710","SWT","109.12"
"2711","SWX","71.16"
"2712","SWZ","9.71"
"2713","SXC","6.9"
"2714","SXI","118.2"
"2715","SXT","98.05"
"2716","SYF","49.19"
"2717","SYK","276.16"
"2718","SYN","0.4202"
"2719","SYY","81.31"
"2720","SZC","49.3"
"2721","SZK","11.1314"
"2722","TAC","11.22"
"2723","TAK","14.25"
"2724","TAL","3.89"
"2725","TAN","95.76"
"2726","TAP","46.61"
"2727","TBB","26.08"
"2728","TBC","27.21"
"2729","TBF","16.04"
"2730","TBI","28.9"
"2731","TBK","125.17"
"2732","TBT","16.96"
"2733","TBX","24.29"
"2734","TCI","38.48"
"2735","TCN","14.28"
"2736","TCS","13.7"
"2737","TCX","91.18"
"2738","TDC","48.84"
"2739","TDF","18.07"
"2740","TDG","665.14"
"2741","TDS","19.56"
"2742","TDV","64.9116"
"2743","TDW","12.5"
"2744","TDY","446.35"
"2745","TEF","4.36"
"2746","TEI","7.6"
"2747","TEL","158.8"
"2748","TEN","12.24"
"2749","TEO","5.09"
"2750","TER","144.22"
"2751","TEX","48.52"
"2752","TFC","64.29"
"2753","TFI","51.56"
"2754","TFX","353.31"
"2755","TGA","2.75"
"2756","TGB","2.18"
"2757","TGH","39.78"
"2758","TGI","24.32"
"2759","TGP","16.89"
"2760","TGS","5.21"
"2761","TGT","254.27"
"2762","THC","75.42"
"2763","THD","76.57"
"2764","THG","125.67"
"2765","THM","0.71"
"2766","THO","108.67"
"2767","THQ","24.5"
"2768","THR","18.83"
"2769","THS","35.94"
"2770","THW","16.88"
"2771","THY","24.85"
"2772","TIG","10.7"
"2773","TIL","21.84"
"2774","TIP","129.67"
"2775","TJX","71.2"
"2776","TKC","4.32"
"2777","TKR","72.74"
"2778","TLH","149.65"
"2779","TLK","25.93"
"2780","TLS","26.52"
"2781","TLT","149.3"
"2782","TMC","3.2"
"2783","TME","7.8"
"2784","TMF","29.06"
"2785","TMO","616.8"
"2786","TMP","84.73"
"2787","TMQ","1.91"
"2788","TMV","55.17"
"2789","TMX","40.59"
"2790","TNA","110.8"
"2791","TNC","83.78"
"2792","TNK","14.03"
"2793","TNL","59.42"
"2794","TNP","8.7"
"2795","TOK","102.4"
"2796","TOL","62.02"
"2797","TPB","40.72"
"2798","TPC","13.96"
"2799","TPH","24.51"
"2800","TPL","1367.57"
"2801","TPR","42.51"
"2802","TPX","45.08"
"2803","TPZ","13.68"
"2804","TRC","20.36"
"2805","TRI","118.06"
"2806","TRN","30"
"2807","TRP","51.45"
"2808","TRQ","10.51"
"2809","TRS","36.9"
"2810","TRT","4.74"
"2811","TRU","113.66"
"2812","TRV","159.6"
"2813","TRX","0.47"
"2814","TSC","30.18"
"2815","TSE","59.28"
"2816","TSI","5.79"
"2817","TSM","117.8"
"2818","TSN","81.56"
"2819","TSP","37.79"
"2820","TSQ","13.91"
"2821","TTC","98.86"
"2822","TTD","68.55"
"2823","TTE","50.01"
"2824","TTI","3.85"
"2825","TTM","32.76"
"2826","TTP","25.61"
"2827","TTT","31.15"
"2828","TUP","18.18"
"2829","TUR","22.22"
"2830","TVC","27.05"
"2831","TVE","26.64"
"2832","TWI","8.42"
"2833","TWM","11.34"
"2834","TWN","36.94"
"2835","TWO","6.43"
"2836","TXG","177.98"
"2837","TXN","193.4"
"2838","TXT","77.44"
"2839","TYA","25.24"
"2840","TYD","53.41"
"2841","TYG","30.11"
"2842","TYL","533.1"
"2843","TYO","8.45"
"2844","TZA","22.33"
"2845","UAA","25.02"
"2846","UAE","15.8"
"2847","UAL","52.71"
"2848","UAN","80.01"
"2849","UBA","21.55"
"2850","UBP","18.4"
"2851","UBR","21.6741"
"2852","UBS","18.35"
"2853","UBT","55.69"
"2854","UBX","2.32"
"2855","UCC","112.6284"
"2856","UCL","2.77"
"2857","UCO","95.7"
"2858","UDN","20.61"
"2859","UDR","54.81"
"2860","UEC","4.58"
"2861","UFI","25.04"
"2862","UFO","31.29"
"2863","UFS","54.27"
"2864","UGA","41.6"
"2865","UGE","121.5884"
"2866","UGI","44.64"
"2867","UGL","59.45"
"2868","UGP","2.28"
"2869","UHS","129.88"
"2870","UHT","59.93"
"2871","UIS","21.41"
"2872","UJB","78.87"
"2873","ULE","13.91"
"2874","ULH","21.46"
"2875","UMC","10.79"
"2876","UMH","24.49"
"2877","UMI","31.12"
"2878","UNB","31.195"
"2879","UNF","207.55"
"2880","UNG","18.76"
"2881","UNH","455.81"
"2882","UNL","14.42"
"2883","UNM","26.36"
"2884","UNP","238.83"
"2885","UPC","2.35"
"2886","UPH","2.08"
"2887","UPS","208.22"
"2888","UPV","73.2398"
"2889","UPW","65.446"
"2890","URA","29.06"
"2891","URE","103.14"
"2892","URG","1.9"
"2893","URI","391.96"
"2894","USA","8.45"
"2895","USB","60.69"
"2896","USD","49.64"
"2897","USI","24.631"
"2898","USL","28.84"
"2899","USM","32.41"
"2900","USO","56.55"
"2901","UST","68.819"
"2902","USX","7.95"
"2903","UTF","28.29"
"2904","UTG","33.86"
"2905","UTI","7.04"
"2906","UTL","43.36"
"2907","UTZ","15.71"
"2908","UUP","25.28"
"2909","UUU","4.83"
"2910","UVE","15.27"
"2911","UVV","50.46"
"2912","UWM","65.85"
"2913","UXI","34.23"
"2914","UYG","71.75"
"2915","UYM","105.78"
"2916","UZD","27.47"
"2917","UZE","26.75"
"2918","UZF","26.66"
"2919","VAC","170.49"
"2920","VAL","34.9"
"2921","VAW","192.32"
"2922","VBF","20.51"
"2923","VBK","304.2"
"2924","VBR","185.62"
"2925","VCF","14.28"
"2926","VCR","355.5"
"2927","VCV","14.18"
"2928","VDC","190.6"
"2929","VDE","82.49"
"2930","VEA","52.92"
"2931","VEC","52.24"
"2932","VEL","13"
"2933","VET","11.45"
"2934","VEU","63.39"
"2935","VEV","4.15"
"2936","VFC","74.04"
"2937","VFF","7.68"
"2938","VFH","99.92"
"2939","VFL","13.839"
"2940","VGI","11.8"
"2941","VGK","69.93"
"2942","VGM","13.66"
"2943","VGR","14.21"
"2944","VGT","448.09"
"2945","VGZ","0.8"
"2946","VHC","4.36"
"2947","VHI","24.71"
"2948","VHT","258.49"
"2949","VIA","11.93"
"2950","VIG","167.19"
"2951","VII","9.78"
"2952","VIR","31.26"
"2953","VIS","205.95"
"2954","VIV","9.04"
"2955","VKI","12.09"
"2956","VKQ","13.33"
"2957","VLD","12.23"
"2958","VLN","9.94"
"2959","VLO","77.92"
"2960","VLT","14.7307"
"2961","VLU","155.2787"
"2962","VLY","14.4"
"2963","VMC","196.06"
"2964","VMD","6.08"
"2965","VMI","253"
"2966","VMM","14.16"
"2967","VMO","13.72"
"2968","VMW","124.55"
"2969","VNE","35.3"
"2970","VNM","20.42"
"2971","VNO","44.59"
"2972","VNQ","109.98"
"2973","VNT","33.55"
"2974","VOC","4.93"
"2975","VOD","15.15"
"2976","VOE","149.31"
"2977","VOO","430.71"
"2978","VOR","17.94"
"2979","VOT","260.35"
"2980","VOX","144.57"
"2981","VPC","26.26"
"2982","VPG","36.99"
"2983","VPL","81.97"
"2984","VPN","17.47"
"2985","VPU","147.03"
"2986","VPV","13.41"
"2987","VQS","2.43"
"2988","VRA","10.6"
"2989","VRM","19.16"
"2990","VRP","26.18"
"2991","VRS","23.38"
"2992","VRT","27.63"
"2993","VSH","20.47"
"2994","VSL","44.16"
"2995","VSS","139.75"
"2996","VST","20.5"
"2997","VTC","92.23"
"2998","VTI","242.36"
"2999","VTN","13.81"
"3000","VTR","53.98"
"3001","VTV","144.88"
"3002","VUG","321.48"
"3003","VVI","50.97"
"3004","VVR","4.5"
"3005","VVV","34.27"
"3006","VWE","11.1"
"3007","VWO","50.89"
"3008","VXF","198.85"
"3009","VXX","20.83"
"3010","VXZ","25.22"
"3011","VYM","110.34"
"3012","WAB","94.21"
"3013","WAL","117.4"
"3014","WAT","343.06"
"3015","WBA","50.2"
"3016","WBK","17.07"
"3017","WBS","58.7"
"3018","WBT","23.68"
"3019","WBX","16.28"
"3020","WCC","136.58"
"3021","WCN","134.42"
"3022","WDC","56.18"
"3023","WDH","2.07"
"3024","WDI","19.38"
"3025","WEA","13.98"
"3026","WEC","90.87"
"3027","WEI","0.9598"
"3028","WEN","22.73"
"3029","WES","21.62"
"3030","WEX","155.95"
"3031","WFC","50.44"
"3032","WFG","83.64"
"3033","WFH","78.65"
"3034","WGO","72.66"
"3035","WHD","41.47"
"3036","WHF","15.51"
"3037","WHG","17.81"
"3038","WHR","218.14"
"3039","WIA","14.03"
"3040","WIL","114.9045"
"3041","WIP","55.9"
"3042","WIT","8.97"
"3043","WIW","13.79"
"3044","WIX","194.29"
"3045","WIZ","37.94"
"3046","WLK","99.17"
"3047","WLL","67.78"
"3048","WMB","28.56"
"3049","WMC","2.48"
"3050","WMG","48.19"
"3051","WMK","62.94"
"3052","WMS","123.83"
"3053","WMT","150.23"
"3054","WNC","17.27"
"3055","WNS","87.88"
"3056","WNW","3.42"
"3057","WOR","57.77"
"3058","WOW","19.99"
"3059","WPC","78.64"
"3060","WPM","41.01"
"3061","WPP","72.71"
"3062","WPS","38.73"
"3063","WRB","80.58"
"3064","WRE","25.99"
"3065","WRK","48.76"
"3066","WRN","1.58"
"3067","WSC","35.79"
"3068","WSM","207.23"
"3069","WSO","295.22"
"3070","WSR","9.7"
"3071","WST","403.78"
"3072","WTI","4.18"
"3073","WTM","1083.35"
"3074","WTS","206.81"
"3075","WTT","2.2"
"3076","WVE","4.7"
"3077","WWD","120.52"
"3078","WWE","58.66"
"3079","WWR","3.39"
"3080","WWW","37.58"
"3081","WYY","5.24"
"3082","XAR","125.62"
"3083","XBI","131.32"
"3084","XEL","63.8"
"3085","XES","59.12"
"3086","XGN","12.64"
"3087","XHB","80.06"
"3088","XHE","131.16"
"3089","XHR","20.12"
"3090","XHS","110.61"
"3091","XIN","1.13"
"3092","XJH","39.7297"
"3093","XJR","42.5245"
"3094","XLB","87.82"
"3095","XLC","81.7"
"3096","XLE","58.26"
"3097","XLF","40.02"
"3098","XLG","365.07"
"3099","XLI","106.39"
"3100","XLK","167.08"
"3101","XLO","21.45"
"3102","XLP","73"
"3103","XLU","67.22"
"3104","XLV","132.86"
"3105","XLY","211.26"
"3106","XME","45.37"
"3107","XOM","65.02"
"3108","XOP","109.71"
"3109","XOS","4.87"
"3110","XPH","51.79"
"3111","XPL","0.5271"
"3112","XPO","78.6"
"3113","XPP","49.65"
"3114","XRT","101.69"
"3115","XRX","19.53"
"3116","XSD","239.15"
"3117","XSW","183.3265"
"3118","XTL","103.0355"
"3119","XTN","98.08"
"3120","XTR","28.2704"
"3121","XVV","36.1663"
"3122","XYF","4.58"
"3123","XYL","131.01"
"3124","YAC","9.98"
"3125","YCL","48.9387"
"3126","YCS","80.6911"
"3127","YLD","20.965"
"3128","YMM","13.96"
"3129","YOU","49.71"
"3130","YPF","4.19"
"3131","YPS","24.68"
"3132","YRD","3.18"
"3133","YSG","2.76"
"3134","YUM","126.68"
"3135","YVR","1.63"
"3136","YXI","15.8899"
"3137","YYY","17.09"
"3138","ZBH","141.66"
"3139","ZEN","101.07"
"3140","ZEV","8.82"
"3141","ZIG","29.14"
"3142","ZIM","50.07"
"3143","ZIP","28.52"
"3144","ZME","2.01"
"3145","ZNH","29.2"
"3146","ZOM","0.528"
"3147","ZSL","25.44"
"3148","ZTO","27.84"
"3149","ZTR","9.655"
"3150","ZTS","216.73"
"3151","ZUO","21.95"
"3152","ZVO","1.73"
"3153","ZWS","35.72"
"3154","AAAU","18.06"
"3155","AACG","2.36"
"3156","AACS","3e-04"
"3157","AADI","27.56"
"3158","AADR","65.215"
"3159","AAIC","3.83"
"3160","AAIN","25.01"
"3161","AAMC","24.79"
"3162","AAME","4.51"
"3163","AAOI","5.86"
"3164","AAON","73.9"
"3165","AAPL","151.28"
"3166","AAQC","9.9"
"3167","AATC","6.8"
"3168","AAWW","85.96"
"3169","AAXJ","85.97"
"3170","ABBV","117.18"
"3171","ABCB","55.09"
"3172","ABCL","15.09"
"3173","ABCM","23"
"3174","ABEO","0.8975"
"3175","ABEQ","28.2758"
"3176","ABEV","3.22"
"3177","ABGI","9.8"
"3178","ABIO","2.63"
"3179","ABMD","361.71"
"3180","ABML","1.25"
"3181","ABNB","201.62"
"3182","ABOS","14.88"
"3183","ABSI","16.88"
"3184","ABST","11.54"
"3185","ABTX","40.25"
"3186","ABUS","3.48"
"3187","ABVC","3.75"
"3188","ACAD","20.02"
"3189","ACAH","9.7"
"3190","ACBA","10.09"
"3191","ACBI","29.2"
"3192","ACCD","39.79"
"3193","ACCO","9.41"
"3194","ACEL","13.18"
"3195","ACER","2.46"
"3196","ACES","80.03"
"3197","ACET","9.2"
"3198","ACEV","9.97"
"3199","ACFN","0.58"
"3200","ACGL","43.36"
"3201","ACHC","64.22"
"3202","ACHL","6.86"
"3203","ACHR","6.29"
"3204","ACHV","8.62"
"3205","ACII","9.78"
"3206","ACIO","32.05"
"3207","ACIU","7.33"
"3208","ACIW","32.35"
"3209","ACLS","61.06"
"3210","ACMR","102.69"
"3211","ACNB","28.05"
"3212","ACOR","3.88"
"3213","ACQR","9.79"
"3214","ACRE","15.84"
"3215","ACRO","9.7"
"3216","ACRS","16.46"
"3217","ACRX","0.861"
"3218","ACSI","53.6552"
"3219","ACST","1.7"
"3220","ACTD","9.75"
"3221","ACTG","5.51"
"3222","ACTV","39.598"
"3223","ACUR","0.5575"
"3224","ACVA","19.93"
"3225","ACVF","35.28"
"3226","ACWF","38.5801"
"3227","ACWI","107.02"
"3228","ACWV","106.41"
"3229","ACWX","57.75"
"3230","ACXP","5.34"
"3231","ADAG","11.71"
"3232","ADAP","5.47"
"3233","ADBE","662.72"
"3234","ADCT","29.43"
"3235","ADER","9.89"
"3236","ADES","7.11"
"3237","ADEX","9.72"
"3238","ADFI","9.725"
"3239","ADGI","20.04"
"3240","ADGO","0"
"3241","ADIL","3"
"3242","ADIV","17.68"
"3243","ADMA","1.36"
"3244","ADME","42.538"
"3245","ADMP","1.04"
"3246","ADMS","8.2"
"3247","ADNT","46.08"
"3248","ADOC","10.17"
"3249","ADOM","0.275"
"3250","ADPT","36.8"
"3251","ADRA","9.83"
"3252","ADRE","49.45"
"3253","ADSK","324.52"
"3254","ADTN","20.69"
"3255","ADTX","2.08"
"3256","ADUS","102.03"
"3257","ADVM","2.2"
"3258","ADXN","8.38"
"3259","ADXS","0.4923"
"3260","ADYX","0.015"
"3261","AEAC","9.75"
"3262","AEFC","27.19"
"3263","AEGY","1e-04"
"3264","AEHL","2.87"
"3265","AEHR","25.72"
"3266","AEIS","95.15"
"3267","AEMB","49.26"
"3268","AEMD","3.29"
"3269","AENZ","1.9102"
"3270","AERI","12.24"
"3271","AESC","101"
"3272","AESE","1.96"
"3273","AESR","14.85"
"3274","AEVA","8.2"
"3275","AEYE","9.54"
"3276","AEZS","0.6099"
"3277","AFAQ","9.77"
"3278","AFBI","14.3"
"3279","AFCG","23.68"
"3280","AFFS","19.9"
"3281","AFFT","20"
"3282","AFGB","27.7"
"3283","AFGC","27.5"
"3284","AFGD","29.48"
"3285","AFGE","27.69"
"3286","AFIB","7.79"
"3287","AFIF","9.6752"
"3288","AFIN","8.88"
"3289","AFLG","27.2673"
"3290","AFMC","27.0057"
"3291","AFMD","6.76"
"3292","AFRM","164.23"
"3293","AFSM","28.8126"
"3294","AFTR","9.71"
"3295","AFTY","21.0166"
"3296","AFYA","16.24"
"3297","AGAC","9.76"
"3298","AGBA","11.01"
"3299","AGCB","10.22"
"3300","AGCO","124.86"
"3301","AGEN","4.16"
"3302","AGFS","2.04"
"3303","AGFY","20.06"
"3304","AGGR","9.75"
"3305","AGGY","52.3065"
"3306","AGHC","0.085"
"3307","AGIL","8.53"
"3308","AGIO","45.69"
"3309","AGLE","7.32"
"3310","AGMH","11.83"
"3311","AGNC","16.22"
"3312","AGNG","30.42"
"3313","AGOV","98.74"
"3314","AGOX","26.24"
"3315","AGRI","2.41"
"3316","AGRO","9.14"
"3317","AGRX","0.7858"
"3318","AGTC","2.71"
"3319","AGTI","24.67"
"3320","AGTK","4e-04"
"3321","AGYS","49.82"
"3322","AGZD","46.8"
"3323","AHCO","24.94"
"3324","AHPA","9.97"
"3325","AHPI","4.99"
"3326","AIEQ","44.4959"
"3327","AIHS","0.7125"
"3328","AIIQ","34.4389"
"3329","AIKI","0.8579"
"3330","AIMC","59.02"
"3331","AINC","20.49"
"3332","AINV","13.46"
"3333","AIRC","53.73"
"3334","AIRG","11.22"
"3335","AIRI","1.09"
"3336","AIRR","46.85"
"3337","AIRS","14.34"
"3338","AIRT","27.86"
"3339","AIZN","27.51"
"3340","AJRD","45.87"
"3341","AJXA","26.85"
"3342","AKAM","107.29"
"3343","AKBA","2.93"
"3344","AKIC","9.79"
"3345","AKRO","26.24"
"3346","AKTS","8.14"
"3347","AKTX","1.68"
"3348","AKUS","9.03"
"3349","AKYA","13.31"
"3350","ALAC","11.57"
"3351","ALBO","30.39"
"3352","ALCC","9.85"
"3353","ALCO","37.13"
"3354","ALDX","8.94"
"3355","ALEC","25.1"
"3356","ALEX","25.92"
"3357","ALFA","89.2367"
"3358","ALGM","32.22"
"3359","ALGN","687.19"
"3360","ALGS","16.84"
"3361","ALGT","191.3"
"3362","ALHC","22.1"
"3363","ALIM","5.7"
"3364","ALIT","11.13"
"3365","ALJJ","1.13"
"3366","ALKS","30.33"
"3367","ALKT","28.87"
"3368","ALLE","131.41"
"3369","ALLK","92.66"
"3370","ALLO","20.14"
"3371","ALLT","15.42"
"3372","ALLY","49.45"
"3373","ALNA","0.9781"
"3374","ALNY","187.25"
"3375","ALOT","17.8"
"3376","ALPA","9.71"
"3377","ALPN","12.88"
"3378","ALPP","3.32"
"3379","ALRM","89.52"
"3380","ALRN","0.8913"
"3381","ALRS","36.9"
"3382","ALSN","35.34"
"3383","ALTG","16.46"
"3384","ALTL","44.59"
"3385","ALTM","65.72"
"3386","ALTO","5.66"
"3387","ALTR","79.91"
"3388","ALTS","39.5076"
"3389","ALTU","9.92"
"3390","ALTY","13.65"
"3391","ALVR","24.54"
"3392","ALXO","50.96"
"3393","ALYA","2.74"
"3394","ALYI","0.0186"
"3395","ALZN","2.88"
"3396","AMAL","18.78"
"3397","AMAM","12.6"
"3398","AMAO","9.97"
"3399","AMAT","153.29"
"3400","AMBA","193.98"
"3401","AMBC","17.03"
"3402","AMBO","1.28"
"3403","AMBP","9.65"
"3404","AMCF","2e-04"
"3405","AMCI","9.67"
"3406","AMCR","12.14"
"3407","AMCX","49.1"
"3408","AMED","180.24"
"3409","AMEH","85.99"
"3410","AMER","31.737"
"3411","AMGN","213.77"
"3412","AMHG","0.47"
"3413","AMKR","23.52"
