"","TICKER_LIST","last_trade_price"
"4710","DNAA","9.95"
"4711","DNAB","9.95"
"4712","DNAC","9.95"
"4713","DNAD","9.97"
"4714","DNAY","10.43"
"4715","DNIF","14.7275"
"4716","DNLI","55.02"
"4717","DNMR","18.99"
"4718","DNOV","35.03"
"4719","DNOW","9.51"
"4720","DNUT","14.1"
"4721","DOCN","102.61"
"4722","DOCS","67.85"
"4723","DOCT","32.9498"
"4724","DOCU","267.49"
"4725","DOGZ","4.5"
"4726","DOLE","13.65"
"4727","DOMA","6.59"
"4728","DOMO","86.93"
"4729","DOMR","2e-04"
"4730","DOOO","92.52"
"4731","DOOR","126.54"
"4732","DORM","114.21"
"4733","DOYU","3.2"
"4734","DOZR","29.6493"
"4735","DPLS","0.0895"
"4736","DPRO","3.43"
"4737","DPST","58.93"
"4738","DRAY","9.81"
"4739","DRFS","0.027"
"4740","DRIO","18.71"
"4741","DRIP","4.54"
"4742","DRIV","31.78"
"4743","DRMA","5.76"
"4744","DRNA","21.91"
"4745","DRNG","0.0049"
"4746","DRRX","1.25"
"4747","DRSK","30.23"
"4748","DRTT","2.63"
"4749","DRVN","32.13"
"4750","DSAC","9.95"
"4751","DSCF","25.4972"
"4752","DSEP","32.9792"
"4753","DSEY","16.99"
"4754","DSGN","17.94"
"4755","DSGX","82.45"
"4756","DSJA","29.93"
"4757","DSKE","9.6"
"4758","DSOC","33.0107"
"4759","DSPC","24.8982"
"4760","DSPG","21.93"
"4761","DSTL","44.26"
"4762","DSTX","25.9519"
"4763","DSUS","0.001"
"4764","DSWL","4.12"
"4765","DTEA","3.72"
"4766","DTEC","52.22"
"4767","DTIL","9.74"
"4768","DTOC","9.75"
"4769","DTOX","24.9463"
"4770","DTRT","9.98"
"4771","DTSS","2.23"
"4772","DTST","4.26"
"4773","DUDE","30.13"
"4774","DUKB","27.61"
"4775","DUNE","9.93"
"4776","DUOL","153.73"
"4777","DUOT","5.1"
"4778","DURA","31.5704"
"4779","DUSA","35.465"
"4780","DUSL","47.85"
"4781","DUST","19.29"
"4782","DVAX","16.16"
"4783","DVCR","9.96"
"4784","DVLU","25.3286"
"4785","DVOL","29.9719"
"4786","DVYA","38"
"4787","DVYE","38.76"
"4788","DWAC","56.56"
"4789","DWAS","99.38"
"4790","DWAT","13.85"
"4791","DWAW","39.0219"
"4792","DWCR","37.3154"
"4793","DWEQ","30.4662"
"4794","DWIN","9.87"
"4795","DWLD","30.96"
"4796","DWMC","40.74"
"4797","DWMF","26.6162"
"4798","DWPP","35.056"
"4799","DWSH","8.45"
"4800","DWSN","2.33"
"4801","DWUS","40.6668"
"4802","DXCM","635.46"
"4803","DXGE","36.709"
"4804","DXJS","45.3"
"4805","DXLG","7.49"
"4806","DXPE","35.33"
"4807","DXYN","4.93"
"4808","DYAI","4.11"
"4809","DYFN","20.37"
"4810","DYHG","60.8309"
"4811","DYLD","25.39"
"4812","DYNF","39.5702"
"4813","DYNS","10.04"
"4814","DYNT","1.52"
"4815","DYSL","1.25"
"4816","DZSI","14.34"
"4817","EAGG","55.43"
"4818","EAOA","34.8887"
"4819","EAOK","28.2385"
"4820","EAOM","29.5108"
"4821","EAOR","32.1341"
"4822","EAPH","2e-04"
"4823","EAPR","24.7699"
"4824","EARN","12.08"
"4825","EASG","32.4142"
"4826","EAST","2.62"
"4827","EATZ","24.0085"
"4828","EBAC","9.73"
"4829","EBAY","75.57"
"4830","EBET","29.84"
"4831","EBIX","38.83"
"4832","EBIZ","31.93"
"4833","EBLU","48.89"
"4834","EBMT","22.95"
"4835","EBND","25.02"
"4836","EBON","2.09"
"4837","EBSB","24.78"
"4838","EBTC","39.74"
"4839","ECAT","19.5"
"4840","ECCB","25.36"
"4841","ECCC","25.48"
"4842","ECCW","26.5"
"4843","ECCX","25.42"
"4844","ECCY","25.31"
"4845","ECHO","48.21"
"4846","ECLN","24.4499"
"4847","ECNS","50.9"
"4848","ECOL","35"
"4849","ECOM","25.64"
"4850","ECON","25.82"
"4851","ECOR","0.978"
"4852","ECOW","24.09"
"4853","ECOZ","42.6756"
"4854","ECPG","59.7"
"4855","ECTM","0.89"
"4856","ECVT","12.22"
"4857","EDAP","5.7"
"4858","EDEN","113.35"
"4859","EDIT","37.5"
"4860","EDIV","29.65"
"4861","EDOC","18.35"
"4862","EDOG","24.7506"
"4863","EDOW","31.76"
"4864","EDRY","24.5"
"4865","EDSA","7.6"
"4866","EDTK","1.42"
"4867","EDTX","9.995"
"4868","EDUC","9.78"
"4869","EDUT","10.1797"
"4870","EEFT","118.75"
"4871","EEIQ","4.07"
"4872","EELV","25.1129"
"4873","EEMA","85.15"
"4874","EEMD","22.06"
"4875","EEMO","17.9739"
"4876","EEMS","62.2227"
"4877","EEMV","63.39"
"4878","EEMX","75.867"
"4879","EERN","24.7179"
"4880","EFAD","48.05"
"4881","EFAS","15.7101"
"4882","EFAV","77.79"
"4883","EFAX","86.7263"
"4884","EFBI","18.3"
"4885","EFIV","44.6128"
"4886","EFIX","19.3031"
"4887","EFNL","48.9165"
"4888","EFOI","3"
"4889","EFSC","49.34"
"4890","EFTR","10.47"
"4891","EGAN","10.71"
"4892","EGBN","59.51"
"4893","EGGF","9.7"
"4894","EGHT","22.84"
"4895","EGIS","35.6628"
"4896","EGLE","40.64"
"4897","EGLX","3.11"
"4898","EGPT","26.0669"
"4899","EGRX","51.81"
"4900","EHTH","40.4"
"4901","EICA","25.43"
"4902","EIDO","23.55"
"4903","EIGR","8.19"
"4904","EINC","57.8445"
"4905","EIRL","58.2215"
"4906","EJAN","29.9654"
"4907","EJFA","10.01"
"4908","EJUL","25.9749"
"4909","EKAR","45.094"
"4910","EKSO","4.24"
"4911","ELAN","34.09"
"4912","ELAT","52"
"4913","ELDN","4.97"
"4914","ELEV","8.54"
"4915","ELLH","98"
"4916","ELLO","32.94"
"4917","ELMD","11.22"
"4918","ELMS","8.03"
"4919","ELOX","1.39"
"4920","ELSE","5.3364"
"4921","ELTK","5.6"
"4922","ELVT","3.8"
"4923","ELYM","17.76"
"4924","ELYS","5.04"
"4925","EMAN","2.65"
"4926","EMBD","26.5375"
"4927","EMBH","23.72"
"4928","EMCB","75.155"
"4929","EMCF","27.295"
"4930","EMCR","33.4085"
"4931","EMDV","57.3387"
"4932","EMFM","21.312"
"4933","EMGF","51.63"
"4934","EMHC","30.3225"
"4935","EMHY","43.9"
"4936","EMIF","23.99"
"4937","EMKR","8.27"
"4938","EMLC","29.5"
"4939","EMLP","25.15"
"4940","EMMA","1.42"
"4941","EMMF","24.9601"
"4942","EMMS","2.05"
"4943","EMNT","100.56"
"4944","EMQQ","50.36"
"4945","EMSG","32.7437"
"4946","EMSH","72.76"
"4947","EMTL","50.3297"
"4948","EMTY","14.2981"
"4949","EMXC","61.68"
"4950","EMXF","44.5158"
"4951","ENBA","27"
"4952","ENBL","8.03"
"4953","ENCR","0.015"
"4954","ENDP","6.18"
"4955","ENFA","9.95"
"4956","ENFN","21.55"
"4957","ENFR","20.96"
"4958","ENIA","6.1"
"4959","ENIC","2.18"
"4960","ENJY","7.53"
"4961","ENLC","7.31"
"4962","ENLV","8.72"
"4963","ENNV","9.93"
"4964","ENOB","8.87"
"4965","ENOR","31.23"
"4966","ENPC","9.83"
"4967","ENPH","237.9"
"4968","ENSC","2.25"
"4969","ENSG","83.13"
"4970","ENSV","1.31"
"4971","ENTA","97.37"
"4972","ENTG","145.34"
"4973","ENTR","27.0856"
"4974","ENTX","4.1"
"4975","ENVA","40.5"
"4976","ENVB","2.08"
"4977","ENVI","9.97"
"4978","ENVX","29.56"
"4979","ENZL","63.41"
"4980","ENZN","0.305"
"4981","EOCT","25.2983"
"4982","EOCW","9.7799"
"4983","EOLS","7.54"
"4984","EOPS","28.9041"
"4985","EOSE","11.29"
"4986","EPAC","22.72"
"4987","EPAM","705.06"
"4988","EPAY","48.02"
"4989","EPHE","33"
"4990","EPHY","9.78"
"4991","EPIX","11"
"4992","EPOL","23.58"
"4993","EPRE","21.9237"
"4994","EPRF","24.37"
"4995","EPRT","30.16"
"4996","EPSN","5.65"
"4997","EPWR","9.77"
"4998","EPZM","4.93"
"4999","EQAL","48"
"5000","EQBK","33.35"
"5001","EQFN","13.09"
"5002","EQHA","9.75"
"5003","EQIX","781.92"
"5004","EQNR","26.28"
"5005","EQOP","36.96"
"5006","EQOS","5.89"
"5007","EQRR","52.38"
"5008","EQUL","25.6103"
"5009","EQWL","86.1934"
"5010","ERAS","19.81"
"5011","ERBB","0.0035"
"5012","ERES","9.85"
"5013","ERIC","10.95"
"5014","ERIE","224.33"
"5015","ERII","22.43"
"5016","ERSX","24.3252"
"5017","ERTH","71.879"
"5018","ERUS","50.45"
"5019","ERYP","2.46"
"5020","ESBA","10.41"
"5021","ESBK","22.77"
"5022","ESCA","20.14"
"5023","ESCR","22.2618"
"5024","ESEA","31.21"
"5025","ESEB","21.44"
"5026","ESGA","59.989"
"5027","ESGB","25.112"
"5028","ESGC","0.9186"
"5029","ESGD","82.28"
"5030","ESGE","41.88"
"5031","ESGG","152.0312"
"5032","ESGN","27.4002"
"5033","ESGR","241.15"
"5034","ESGS","37.36"
"5035","ESGU","107.34"
"5036","ESGV","87.68"
"5037","ESGY","46.1744"
"5038","ESHY","21.18"
"5039","ESLT","157.14"
"5040","ESMC","0.2051"
"5041","ESML","42.78"
"5042","ESMT","31.6"
"5043","ESMV","25.135"
"5044","ESNC","0.001"
"5045","ESNT","48.17"
"5046","ESPO","71.09"
"5047","ESPR","10.34"
"5048","ESRT","10.48"
"5049","ESSA","16.65"
"5050","ESSC","10.24"
"5051","ESTA","80.09"
"5052","ESTC","167.97"
"5053","ESTE","11.82"
"5054","ESUS","27.5917"
"5055","ESXB","12.1"
"5056","ETAC","9.85"
"5057","ETHO","65.54"
"5058","ETNB","18.51"
"5059","ETON","6.29"
"5060","ETRN","10.02"
"5061","ETSY","260.12"
"5062","ETTX","2.99"
"5063","ETWO","12.35"
"5064","EUCG","27.6546"
"5065","EUCR","9.805"
"5066","EUDG","33.9536"
"5067","EUDV","55.083"
"5068","EUFN","21.18"
"5069","EUFX","44.2398"
"5070","EURL","39.94"
"5071","EURN","9.89"
"5072","EURZ","28.1575"
"5073","EUSA","90.11"
"5074","EUSB","49.74"
"5075","EUSC","37.731"
"5076","EUSG","9.95"
"5077","EVAX","7.02"
"5078","EVBG","156.1"
"5079","EVBN","39.2001"
"5080","EVCM","19.71"
"5081","EVER","13.17"
"5082","EVFM","0.6648"
"5083","EVGN","2.73"
"5084","EVGO","9.98"
"5085","EVLO","12"
"5086","EVLV","6.29"
"5087","EVNT","10.4"
"5088","EVOJ","9.75"
"5089","EVOK","1.32"
"5090","EVOL","2.71"
"5091","EVOP","22.19"
"5092","EVRG","64.88"
"5093","EVRI","23.99"
"5094","EVTC","43.36"
"5095","EWBC","83.26"
"5096","EWCO","38.6349"
"5097","EWCZ","30.85"
"5098","EWEB","11.8803"
"5099","EWGS","84.4"
"5100","EWJE","39.7766"
"5101","EWJV","28.2556"
"5102","EWMC","98.7136"
"5103","EWRE","39.95"
"5104","EWSC","88.8987"
"5105","EWTX","19.9"
"5106","EWUS","47.32"
"5107","EWZS","14.9"
"5108","EXAI","22.42"
"5109","EXAS","100.68"
"5110","EXEL","19.36"
"5111","EXLS","137.14"
"5112","EXPD","125.17"
"5113","EXPE","182.17"
"5114","EXPI","42.96"
"5115","EXPO","118.29"
"5116","EXPR","4.45"
"5117","EXTN","4.42"
"5118","EXTR","11.51"
"5119","EYEG","1.95"
"5120","EYEN","4.08"
"5121","EYES","2.81"
"5122","EYLD","35.425"
"5123","EYPT","14.11"
"5124","EZFL","2.93"
"5125","EZGO","2.85"
"5126","EZPW","7.8"
"5127","FAAR","31.13"
"5128","FACA","9.9"
"5129","FACO","2.06"
"5130","FACT","9.73"
"5131","FAIL","22.08"
"5132","FALC","3"
"5133","FALN","30.33"
"5134","FAMI","0.348"
"5135","FANG","113.79"
"5136","FANH","13.1"
"5137","FAPR","32.24"
"5138","FARM","8.35"
"5139","FARO","82.12"
"5140","FAST","58.23"
"5141","FATE","61.42"
"5142","FATT","24.3847"
"5143","FAUG","38.3868"
"5144","FBCG","36.34"
"5145","FBCV","29.62"
"5146","FBGX","863.3714"
"5147","FBHS","102.36"
"5148","FBIO","3.59"
"5149","FBIZ","30.53"
"5150","FBMS","41.94"
"5151","FBNC","49.22"
"5152","FBND","53.46"
"5153","FBRT","16.55"
"5154","FBRX","3.22"
"5155","FCAL","54.6"
"5156","FCAP","40.54"
"5157","FCAX","9.85"
"5158","FCBC","34.72"
"5159","FCCO","21.02"
"5160","FCCY","25.51"
"5161","FCEF","25.815"
"5162","FCEL","8.95"
"5163","FCFS","86.45"
"5164","FCLD","27.1944"
"5165","FCOM","54.77"
"5166","FCOR","55.98"
"5167","FCPI","33.37"
"5168","FCPT","29.57"
"5169","FCRD","4.77"
"5170","FCRW","25.28"
"5171","FCRX","26.06"
"5172","FCTR","36.08"
"5173","FCUV","7.76"
"5174","FCVT","53.52"
"5175","FDBC","54.7"
"5176","FDEC","34.16"
"5177","FDEM","26.045"
"5178","FDEU","13.22"
"5179","FDEV","30.025"
"5180","FDHT","27.3002"
"5181","FDHY","56.12"
"5182","FDIS","92.13"
"5183","FDIV","50.93"
"5184","FDLO","50.81"
"5185","FDMO","54.2909"
"5186","FDMT","24.72"
"5187","FDNI","42.42"
"5188","FDRR","44.24"
"5189","FDRV","29.8332"
"5190","FDTS","48.15"
"5191","FDUS","17.86"
"5192","FDVV","39.7"
"5193","FDWM","21.6375"
"5194","FEBZ","29.7525"
"5195","FEDL","29.2817"
"5196","FEDM","52.0817"
"5197","FEDU","1.42"
"5198","FEDX","28.9738"
"5199","FEHY","49.88"
"5200","FEIG","49.7584"
"5201","FEIM","10.102"
"5202","FELE","92.92"
"5203","FEMB","32.24"
"5204","FEMS","41.2354"
"5205","FEMY","7.25"
"5206","FENC","9.35"
"5207","FENG","1.54"
"5208","FENY","16.09"
"5209","FERG","153.06"
"5210","FEUL","115"
"5211","FEUS","54.4208"
"5212","FEUZ","48.25"
"5213","FEVR","31.4926"
"5214","FFBC","25.17"
"5215","FFBW","12.09"
"5216","FFEB","38.0385"
"5217","FFHG","38.2611"
"5218","FFHL","9.6"
"5219","FFIC","24.46"
"5220","FFIE","8.72"
"5221","FFIN","53.61"
"5222","FFIU","26.55"
"5223","FFIV","221.68"
"5224","FFND","27.3442"
"5225","FFNW","17.05"
"5226","FFSG","38.1717"
"5227","FFTG","30.9148"
"5228","FFTI","24.17"
"5229","FFTY","51.6"
"5230","FFWM","28.62"
"5231","FGBI","23.2"
"5232","FGEN","13.15"
"5233","FGPR","20.6"
"5234","FGRO","22.49"
"5235","FHLC","66.66"
"5236","FHTX","13.81"
"5237","FIBK","43.22"
"5238","FIBR","100.375"
"5239","FICO","380.2"
"5240","FICS","36.2711"
"5241","FICV","9.73"
"5242","FIDI","21.41"
"5243","FIDU","56.96"
"5244","FIEE","212.0112"
"5245","FIGB","50.605"
"5246","FIGS","42.82"
"5247","FIHD","232.3171"
"5248","FILL","18.87"
"5249","FINM","9.76"
"5250","FINS","17.04"
"5251","FINV","6.16"
"5252","FINX","51.91"
"5253","FISI","33.45"
"5254","FISK","10"
"5255","FISR","31.4122"
"5256","FISV","100.36"
"5257","FITB","44.08"
"5258","FITE","55.75"
"5259","FIVA","24.8277"
"5260","FIVE","210"
"5261","FIVG","40.2"
"5262","FIVN","147.94"
"5263","FIXD","53.66"
"5264","FIXX","6.39"
"5265","FIZZ","62.28"
"5266","FJAN","33.9089"
"5267","FJUL","36.28"
"5268","FJUN","37.6548"
"5269","FKWL","5.22"
"5270","FLAC","9.83"
"5271","FLAG","9.83"
"5272","FLAU","31.1594"
"5273","FLAX","27.0825"
"5274","FLBL","25.005"
"5275","FLBR","18.7481"
"5276","FLCA","35.385"
"5277","FLCB","25.4031"
"5278","FLCH","26.7"
"5279","FLCO","26.24"
"5280","FLDM","4.88"
"5281","FLDR","50.8"
"5282","FLEE","30.04"
"5283","FLEH","29.2748"
"5284","FLEX","18.22"
"5285","FLFG","12"
"5286","FLFR","32.4427"
"5287","FLGB","25.37"
"5288","FLGC","4.58"
"5289","FLGE","858.6779"
"5290","FLGR","26.95"
"5291","FLGT","77.3"
"5292","FLGV","24.135"
"5293","FLHK","26.1368"
"5294","FLHY","26.44"
"5295","FLIA","25.17"
"5296","FLIC","21.73"
"5297","FLIN","33.4301"
"5298","FLIY","29.034"
"5299","FLJH","32.5786"
"5300","FLJP","30.86"
"5301","FLKR","28.4"
"5302","FLLA","21.2491"
"5303","FLLV","49.6806"
"5304","FLMB","27.02"
"5305","FLME","9.78"
"5306","FLMI","26.73"
"5307","FLMN","5.86"
"5308","FLMX","24.977"
"5309","FLNC","34.34"
"5310","FLNG","20.22"
"5311","FLNT","2.5"
"5312","FLOT","50.77"
"5313","FLOW","78.73"
"5314","FLQD","36.0989"
"5315","FLQE","30.8171"
"5316","FLQG","41.3212"
"5317","FLQH","28.9143"
"5318","FLQL","45.56"
"5319","FLQM","47.2675"
"5320","FLQS","41.7738"
"5321","FLRG","26.5146"
"5322","FLRN","30.64"
"5323","FLRT","49.035"
"5324","FLRU","34.749"
"5325","FLSA","36.809"
"5326","FLSP","20.6513"
"5327","FLSW","35.0947"
"5328","FLTB","52.1399"
"5329","FLTR","25.34"
"5330","FLTW","44.6257"
"5331","FLUD","24.845"
"5332","FLUX","6.03"
"5333","FLWS","35.27"
"5334","FLXN","9.3"
"5335","FLXS","28.84"
"5336","FLYT","50.4578"
"5337","FLYW","42.39"
"5338","FLZA","26.2413"
"5339","FMAC","9.8998"
"5340","FMAG","25.09"
"5341","FMAO","26.15"
"5342","FMAR","32.9147"
"5343","FMAT","49.14"
"5344","FMAY","37.9116"
"5345","FMBH","45.1"
"5346","FMBI","20.69"
"5347","FMCC","0.989"
"5348","FMHI","55.84"
"5349","FMIL","30.23"
"5350","FMIV","9.81"
"5351","FMNB","18.32"
"5352","FMNY","30.07"
"5353","FMQQ","25.5337"
"5354","FMTX","19.36"
"5355","FNCB","8.7"
"5356","FNCH","14.02"
"5357","FNCL","57.87"
"5358","FNDA","57.77"
"5359","FNDB","57.76"
"5360","FNDC","39.82"
"5361","FNDE","32.5"
"5362","FNDF","34.01"
"5363","FNDX","58.1"
"5364","FNGD","1.72"
"5365","FNGG","30.9651"
"5366","FNGO","55.1419"
"5367","FNGS","34.66"
"5368","FNGU","47.56"
"5369","FNGZ","2.26"
"5370","FNHC","2.79"
"5371","FNKO","18.98"
"5372","FNLC","30.58"
"5373","FNMA","1"
"5374","FNOV","38.54"
"5375","FNRG","2e-04"
"5376","FNWB","18.4"
"5377","FNWD","45.7776"
"5378","FOCS","66.58"
"5379","FOCT","35.41"
"5380","FOLD","12.05"
"5381","FOMO","25.9657"
"5382","FONR","16.73"
"5383","FORA","10.69"
"5384","FORD","2.22"
"5385","FORE","9.97"
"5386","FORG","28.19"
"5387","FORH","25.1995"
"5388","FORM","44.41"
"5389","FORR","58.1"
"5390","FOSL","14"
"5391","FOUR","60.62"
"5392","FOVL","58.7"
"5393","FOXA","41.48"
"5394","FOXF","180.59"
"5395","FOXW","9.95"
"5396","FPAC","10.76"
"5397","FPAY","2.73"
"5398","FPEI","20.6"
"5399","FPFD","25.29"
"5400","FPPP","0.001"
"5401","FPRO","25.49"
"5402","FPWM","1e-04"
"5403","FPXE","32.8554"
"5404","FPXI","65.83"
"5405","FQAL","54.39"
"5406","FRAF","32.2"
"5407","FRBA","15.21"
"5408","FRBK","3.36"
"5409","FRDM","33.68"
"5410","FREE","12.41"
"5411","FREL","32.84"
"5412","FREQ","6.65"
"5413","FREY","11.48"
"5414","FRGI","12.15"
"5415","FRHC","70"
"5416","FRLG","370.9966"
"5417","FRLN","3.18"
"5418","FRME","42.58"
"5419","FRMO","10.3"
"5420","FRNW","28.03"
"5421","FROG","39.02"
"5422","FRON","9.81"
"5423","FRPH","65"
"5424","FRPT","151.3"
"5425","FRSG","9.93"
"5426","FRSH","38.29"
"5427","FRST","16.03"
"5428","FRSX","2.95"
"5429","FRTA","23.7"
"5430","FRTY","25.07"
"5431","FRXB","9.8"
"5432","FSBC","27.25"
"5433","FSBW","36.75"
"5434","FSEA","9.85"
"5435","FSEC","49.65"
"5436","FSEP","35.6948"
"5437","FSFG","27.82"
"5438","FSII","11.56"
"5439","FSLR","116.31"
"5440","FSLY","49.79"
"5441","FSMB","20.86"
"5442","FSMD","36.41"
"5443","FSMO","24.9891"
"5444","FSNB","9.75"
"5445","FSRX","9.73"
"5446","FSSI","9.75"
"5447","FSST","22.5779"
"5448","FSTA","44.53"
"5449","FSTR","16.27"
"5450","FSTX","6.82"
"5451","FTAA","9.96"
"5452","FTAG","30.7"
"5453","FTAI","26.61"
"5454","FTCH","37.35"
"5455","FTCI","10.18"
"5456","FTCO","7.09"
"5457","FTCS","80.93"
"5458","FTCV","10.68"
"5459","FTDR","36.26"
"5460","FTEC","132.34"
"5461","FTEK","1.85"
"5462","FTEV","9.74"
"5463","FTFT","2.02"
"5464","FTGC","24.89"
"5465","FTHI","22.6"
"5466","FTHM","27.63"
"5467","FTHY","20.87"
"5468","FTLB","22.0057"
"5469","FTLS","51.37"
"5470","FTNT","341.19"
"5471","FTPA","9.79"
"5472","FTRI","12.82"
"5473","FTRP","5.35"
"5474","FTSD","94.44"
"5475","FTSI","26.63"
"5476","FTSL","48.02"
"5477","FTSM","59.88"
"5478","FTVI","9.79"
"5479","FTXD","37.8906"
"5480","FTXG","25.75"
"5481","FTXH","27.1512"
"5482","FTXL","76.54"
"5483","FTXN","21.46"
"5484","FTXO","34.74"
"5485","FTXR","35.18"
"5486","FUBO","32.82"
"5487","FULC","20.01"
"5488","FULT","16.88"
"5489","FUMB","20.15"
"5490","FUNC","20.24"
"5491","FUND","9.15"
"5492","FUNL","35.3578"
"5493","FURY","0.65"
"5494","FUSB","11.0967"
"5495","FUSN","6.93"
"5496","FUTU","56.49"
"5497","FUTY","43.56"
"5498","FVAL","51.06"
"5499","FVAM","9.85"
"5500","FVCB","20.45"
"5501","FVIV","9.83"
"5502","FVRR","158.27"
"5503","FWAC","9.93"
"5504","FWBI","2.6"
"5505","FWRD","105.74"
"5506","FWRG","20.12"
"5507","FXLV","16.01"
"5508","FXNC","22.95"
"5509","FYBR","31.75"
"5510","FYLD","27.53"
"5511","GABC","41.92"
"5512","GACQ","9.89"
"5513","GADS","0.03"
"5514","GAIA","10.6"
"5515","GAIN","16.39"
"5516","GALT","3.2"
"5517","GAMB","15.43"
"5518","GAMC","9.75"
"5519","GAME","3.76"
"5520","GAMR","91.6587"
"5521","GANX","7.79"
"5522","GAPA","9.875"
"5523","GASS","2.525"
"5524","GATO","12.91"
"5525","GATX","104.33"
"5526","GBAB","23.85"
"5527","GBBT","1e-04"
"5528","GBCI","59.47"
"5529","GBDC","15.62"
"5530","GBDV","21.5499"
"5531","GBGR","24.3004"
"5532","GBIL","100.07"
"5533","GBIM","0.35"
"5534","GBIO","21.69"
"5535","GBLD","24.396"
"5536","GBLI","26.2"
"5537","GBLO","24.7861"
"5538","GBNH","7.4"
"5539","GBNY","11.36"
"5540","GBOX","8.05"
"5541","GBRG","9.94"
"5542","GBTC","48.57"
"5543","GBUG","29.605"
"5544","GCAC","9.9304"
"5545","GCBC","35.35"
"5546","GCEC","17"
"5547","GCHK","0.0038"
"5548","GCMG","11.95"
"5549","GCOR","49.06"
"5550","GCOW","30.54"
"5551","GDDY","72.78"
"5552","GDEN","51.69"
"5553","GDEV","8.45"
"5554","GDMA","32.3034"
"5555","GDOT","44.04"
"5556","GDRX","43.75"
"5557","GDXD","18.95"
"5558","GDXJ","44.75"
"5559","GDXU","12.55"
"5560","GDYN","37.03"
"5561","GECC","3.44"
"5562","GENC","11.63"
"5563","GENE","2.85"
"5564","GENI","17.99"
"5565","GENN","0.19"
"5566","GENY","64.4"
"5567","GEOS","9.41"
"5568","GERM","35.67"
"5569","GERN","1.65"
"5570","GEVO","7.35"
"5571","GFAI","2.28"
"5572","GFED","24.15"
"5573","GFLU","90.92"
"5574","GFOR","9.72"
"5575","GGAL","11.41"
"5576","GGGV","10.03"
"5577","GGMC","9.71"
"5578","GGPI","10.69"
"5579","GGRW","28.6858"
"5580","GHAC","9.75"
"5581","GHLD","13.82"
"5582","GHRS","24.35"
"5583","GHSI","1.33"
"5584","GHYB","50.08"
"5585","GHYG","49.8"
"5586","GIFI","4.01"
"5587","GIGA","3.0245"
"5588","GIGB","54.95"
"5589","GIGE","36.3149"
"5590","GIGM","2.63"
"5591","GIII","31.69"
"5592","GIIX","9.89"
"5593","GILD","66.32"
"5594","GILT","8.45"
"5595","GINN","64.6354"
"5596","GIPR","6.9001"
"5597","GKOS","56.99"
"5598","GLAD","11.77"
"5599","GLAE","0.21"
"5600","GLAQ","10.09"
"5601","GLBE","52.88"
"5602","GLBL","9.9"
"5603","GLBR","1e-04"
"5604","GLBS","2.89"
"5605","GLBZ","12.4"
"5606","GLCN","39.6229"
"5607","GLDB","24.4982"
"5608","GLDD","15.22"
"5609","GLDG","1.39"
"5610","GLDI","8.555"
"5611","GLDM","18.07"
"5612","GLDX","25.4002"
"5613","GLEE","10"
"5614","GLHA","9.74"
"5615","GLIF","28.15"
"5616","GLIN","42.53"
"5617","GLMD","2.8"
"5618","GLNG","13.58"
"5619","GLOB","342.01"
"5620","GLOP","5.68"
"5621","GLPG","54.28"
"5622","GLPI","48.77"
"5623","GLRE","7.47"
"5624","GLRI","1e-04"
"5625","GLRY","32.0469"
"5626","GLSI","37.48"
"5627","GLTA","9.8"
"5628","GLTO","3.34"
"5629","GLTR","91.18"
"5630","GLUE","25.31"
"5631","GLYC","1.98"
"5632","GMAB","46.46"
"5633","GMBL","6.68"
"5634","GMBT","9.93"
"5635","GMDA","4.22"
"5636","GMED","78.41"
"5637","GMII","10"
"5638","GMOM","31.06"
"5639","GMRE","17.04"
"5640","GMTX","3.74"
"5641","GMVD","2.25"
"5642","GNAC","9.79"
"5643","GNAF","12.248"
"5644","GNCA","1.79"
"5645","GNFT","3.56"
"5646","GNLN","1.72"
"5647","GNMA","50.03"
"5648","GNOG","15.81"
"5649","GNOM","22.31"
"5650","GNOW","0.001"
"5651","GNPX","2.17"
"5652","GNRC","442.88"
"5653","GNRS","9.55"
"5654","GNSS","5.2"
"5655","GNTX","36.87"
"5656","GNTY","40.33"
"5657","GNUS","1.45"
"5658","GOAC","9.86"
"5659","GOAT","40.8109"
"5660","GOAU","18.68"
"5661","GOBI","9.6867"
"5662","GOCO","5.03"
"5663","GOED","2.74"
"5664","GOEV","8.56"
"5665","GOEX","30.9"
"5666","GOGL","8.57"
"5667","GOGO","15.52"
"5668","GOLD","19.6"
"5669","GOLF","57.43"
"5670","GOOD","22.63"
"5671","GOOG","2984.82"
"5672","GOOS","48.26"
"5673","GORO","1.93"
"5674","GOSS","13.29"
"5675","GOTU","2.86"
"5676","GOVT","26.62"
"5677","GOVX","3.99"
"5678","GOVZ","22.31"
"5679","GPAC","9.78"
"5680","GPCO","10"
"5681","GPJA","26.5"
"5682","GPMT","13.79"
"5683","GPOR","81.84"
"5684","GPRC","1e-04"
"5685","GPRE","42.06"
"5686","GPRK","14.6"
"5687","GPRO","9.58"
"5688","GQRE","72.0449"
"5689","GRAY","3.26"
"5690","GRBK","25.92"
"5691","GRCL","11.63"
"5692","GRCY","10.2"
"5693","GREE","25.84"
"5694","GREK","28.05"
"5695","GRES","30.09"
"5696","GRFS","12.22"
"5697","GRID","104.42"
"5698","GRIL","1.3"
"5699","GRIN","13.5"
"5700","GRLT","0.0016"
"5701","GRMN","142.18"
"5702","GRNB","26.9584"
"5703","GRNH","0.0073"
